公司名称,省份,城市,营业收入,利润,员工人数,上市日期,行业分类,产品类型
内蒙古第一机械集团股份有限公司,内蒙古,包头市,19.12亿,1.77亿,7194,2004-05-18,军品、铁路车辆、车辆零部件、石油机械、工程机械等,轮履系列军品装备、军民融合产品、铁路车辆、车辆零部件
中海油能源发展股份有限公司,北京,北京市,65.49亿,2.41亿,15117,2019-06-26,--,能源技术服务、FPSO生产技术服务、能源物流服务、安全环保与节能
湖南郴电国际发展股份有限公司,湖南,郴州市,8.24亿,2372.09万,2913,2004-04-08,水电,供电、供气、自来水销售
中国中材国际工程股份有限公司,江苏,南京市,54.10亿,2.99亿,9251,2005-04-12,专业工程,工程建设、装备制造、环保、生产运营管理
安徽恒源煤电股份有限公司,安徽,淮北市,15.63亿,2.49亿,14319,2004-08-17,煤炭开采洗选,煤炭、电力
宝胜科技创新股份有限公司,江苏,扬州市,89.53亿,1.18亿,6010,2004-08-02,电线电缆,电气部件
湖南新五丰股份有限公司,湖南,长沙市,4.54亿,4263.59万,1551,2004-06-09,畜牧养殖,生猪、肉品、饲料
健民药业集团股份有限公司,湖北,武汉市,8.41亿,7067.68万,1801,2004-04-19,中药生产,医药工业、商业
中国电影股份有限公司,北京,北京市,12.59亿,1.68亿,3660,2016-08-09,影视,影视制片制作业务、电影发行营销业务、电影放映业务、影视服务业务
宜华生活科技股份有限公司,广东,汕头市,--,--,8198,2004-08-24,家具制造,家居产品
四川广安爱众股份有限公司,四川,广安市,5.34亿,1963.38万,2512,2004-09-06,水电,电力、自来水、天然气、安装业务
北矿科技股份有限公司,北京,北京市,1.52亿,1310.28万,612,2004-05-12,磁性材料,主要选矿装备、新装备及技术、其他矿山装备、磁性材料
江苏汇鸿国际集团股份有限公司,江苏,南京市,113.81亿,1880.18万,3993,2004-06-30,贸易,供应链运营业务、自营出口业务、转口业务、内贸业务、代购代销业务
宁波能源集团股份有限公司,浙江,宁波市,9.56亿,5733.29万,1135,2004-07-06,其他发电,电、蒸汽、大宗商品
惠而浦(中国)股份有限公司,安徽,合肥市,14.11亿,-2457.76万,5186,2004-07-27,冰箱、洗衣机,家电制造
陕西建设机械股份有限公司,陕西,西安市,8.96亿,6573.69万,3572,2004-07-07,工程机械,工程机械制造、工程机械租赁
淮北矿业控股股份有限公司,安徽,淮北市,126.20亿,13.04亿,52564,2004-04-28,民爆用品,煤炭产品、煤化工产品
浙文互联集团股份有限公司,山东,东营市,28.15亿,4909.23万,1460,2004-04-26,营销服务,互联网服务、公路桥梁施工及附属设施、商品房销售
浙江航民股份有限公司,浙江,杭州市,23.54亿,1.12亿,9076,2004-08-09,印染,纺织业、电力生产业、批发业、交通运输业、水利管理业
赤峰吉隆黄金矿业股份有限公司,内蒙古,赤峰市,7.63亿,1.81亿,3863,2004-04-14,黄金,有色金属、稀贵金属、合金
宁夏宝丰能源集团股份有限公司,宁夏,银川市,49.79亿,17.28亿,13397,2019-05-16,--,烯烃产品、焦化产品、精细化工产品
四创电子股份有限公司,安徽,合肥市,1.93亿,-4716.30万,3323,2004-05-10,其他电子器件,雷达及雷达配套、公共安全产品、电源产品、机动保障装备、粮食仓储信息化改造
贵州钢绳股份有限公司,贵州,遵义市,4.25亿,429.99万,3748,2004-05-14,金属制品,钢丝、钢丝绳、钢绞线、受托加工物资、索具
马应龙药业集团股份有限公司,湖北,武汉市,8.61亿,1.18亿,3091,2004-05-17,中药生产,抗感染药物、心脑血管药物、抗肿瘤药物、代谢及内分泌药物、麻醉精神类药物
云南文山电力股份有限公司,云南,文山壮族苗族自治州,5.06亿,9768.23万,2277,2004-06-15,水电,电力行业、设计行业、服务产品
贵州省广播电视信息网络股份有限公司,贵州,贵阳市,4.84亿,-1.88亿,6190,2016-12-26,有线电视,有线电视服务
开滦能源化工股份有限公司,河北,唐山市,58.39亿,7.44亿,12483,2004-06-02,煤炭开采洗选,煤炭开采、原煤洗选加工、炼焦、煤化工产品
九州通医药集团股份有限公司,湖北,武汉市,326.29亿,7.90亿,28213,2010-11-02,医药商业,西药、中成药、中药材、中药饮片、医疗器械、计生用品、食品、保健品、化妆品
招商证券股份有限公司,广东,深圳市,59.62亿,26.16亿,9230,2009-11-17,证券,财富管理和机构业务、投资银行业务、投资管理业务、投资及交易业务
唐山港集团股份有限公司,河北,唐山市,17.82亿,5.13亿,3853,2010-07-05,港口,装卸堆存、港务管理、商品销售、船舶运输、物流
晋能控股山西煤业股份有限公司,山西,大同市,35.26亿,7.48亿,5341,2006-06-23,煤炭开采洗选,煤炭、高岭土及涂料、活性炭、建材
晋亿实业股份有限公司,浙江,嘉兴市,5.66亿,4994.95万,2563,2007-01-26,基础件,紧固件、自动仓储设备制造、运输服务、五金工具
柳州钢铁股份有限公司,广西,柳州市,176.09亿,8.67亿,15828,2007-02-27,普钢,中厚板系列、棒线型材系列、冷轧系列
重庆钢铁股份有限公司,重庆,重庆市,99.78亿,10.92亿,6601,2007-02-28,特钢,热卷、板材、棒材、线材、钢坯
大秦铁路股份有限公司,山西,大同市,194.11亿,40.58亿,96108,2006-08-01,铁路运输,铁路运输
金陵饭店股份有限公司,江苏,南京市,3.24亿,-346.00万,1536,2007-04-06,酒店,酒店服务、商品贸易、房屋租赁、物业管理
江苏连云港港口股份有限公司,江苏,连云港市,4.84亿,2545.89万,3198,2007-04-26,港口,港口业、金融服务业务、航运业务
南京银行股份有限公司,江苏,南京市,101.98亿,41.30亿,12138,2007-07-19,银行,商业银行业务、存款业务、贷款业务、中间业务
文峰大世界连锁发展股份有限公司,江苏,南通市,7.66亿,8414.93万,3438,2011-06-03,百货,百货业态、超市业态、电器业态
宝泰隆新材料股份有限公司,黑龙江,七台河市,8.12亿,3665.39万,2450,2011-03-09,焦炭,焦炭（含焦粉、焦粒）、沫煤、粗苯、甲醇、精制洗油、沥青调和组分、针状焦、电力、供热、石墨烯及下游产品
隆基绿能科技股份有限公司,陕西,西安市,158.54亿,25.02亿,46631,2012-04-11,太阳能,光伏
陕西黑猫焦化股份有限公司,陕西,渭南市,44.90亿,7.07亿,7123,2014-11-05,焦炭,焦化产品、化工产品
中节能风力发电股份有限公司,北京,北京市,8.85亿,3.25亿,929,2014-09-29,新能源发电,电力
宁波舟山港股份有限公司,浙江,宁波市,49.36亿,11.31亿,17790,2010-09-28,港口,集装箱装卸、铁矿石装卸、原油装卸、一般货物装卸、综合物流
山东出版传媒股份有限公司,--,山东,18.45亿,1.67亿,10165,2017-11-22,--,教材教辅、一般图书、音像制品、文化用品、物资、印刷产品、外贸
西藏华钰矿业股份有限公司,西藏,拉萨市,2.74亿,2544.13万,360,2016-03-16,铅锌,有色金属采选、金属贸易
春秋航空股份有限公司,上海,上海市,22.23亿,-2.85亿,8470,2015-01-21,航空,航空运输
山东玉龙黄金股份有限公司,江苏,无锡市,24.82亿,1.03亿,79,2011-11-07,金属制品,煤炭、天然橡胶、化工品、农产品、原油
第一拖拉机股份有限公司,河南,洛阳市,32.49亿,3.90亿,7506,2012-08-08,农用机械,农业机械业务、动力机械业务、金融业务
赛轮集团股份有限公司,山东,青岛市,41.49亿,4.03亿,12779,2011-06-30,轮胎,轮胎产品、循环利用、轮胎贸易
中信建投证券股份有限公司,北京,北京市,48.04亿,16.85亿,9994,2018-06-20,--,投资银行业务、财富管理业务、交易及机构客户服务、投资管理业务
中铝国际工程股份有限公司,北京,北京市,51.32亿,7613.69万,14633,2018-08-31,--,工程设计咨询、工程及施工承包、装备制造、贸易
西部黄金股份有限公司,新疆,乌鲁木齐市,12.16亿,-2297.99万,1640,2015-01-22,其他有色金属,黄金、其他
重庆农村商业银行股份有限公司,--,--,74.87亿,33.01亿,15088,2019-10-29,--,公司银行业务、个人银行业务、金融市场业务
甘肃国芳工贸(集团)股份有限公司,--,甘肃,3.12亿,4242.35万,1071,2017-09-29,--,百货、超市、电器、房地产租赁
中国神华能源股份有限公司,北京,北京市,676.08亿,140.66亿,76182,2007-10-09,煤炭开采洗选,煤炭、运输、发电、煤化工
中南出版传媒集团股份有限公司,湖南,长沙市,20.96亿,2.79亿,13264,2010-10-28,平面媒体,出版业务、发行业务、印刷、媒体、数字教育、金融服务
太平洋证券股份有限公司,云南,昆明市,1.27亿,347.15万,1711,2007-12-28,证券,证券经纪、投资银行、证券投资、资产管理、信用业务
江苏恒立液压股份有限公司,江苏,常州市,28.57亿,7.84亿,5373,2011-10-28,基础件,液压油缸、液压泵阀、液压系统、配件及铸件
北京昊华能源股份有限公司,北京,北京市,13.73亿,2.36亿,5437,2010-03-31,煤炭开采洗选,煤炭、煤制甲醇、铁路运输
中国第一重型机械股份公司,黑龙江,齐齐哈尔市,36.51亿,3904.06万,7981,2010-02-09,矿山冶金机械,冶金成套设备、核能设备、重型压力容器、大型铸锻件、其他专用设备、工程总包、运营与服务
四川成渝高速公路股份有限公司,四川,成都市,14.21亿,3.38亿,4368,2009-07-27,高速公路,投资高速公路基建项目、建设高速公路基建项目、经营高速公路基建项目、管理高速公路基建项目、经营其他与高速公路相关的业务
财通证券股份有限公司,--,浙江,13.31亿,4.47亿,3255,2017-10-24,--,证券经纪业务、投资银行业务、资产管理业务、自营证券业务、证券信用业务、期货业务、境外证券业务、总部后台及其他
中国国际航空股份有限公司,北京,北京市,145.81亿,-69.47亿,89373,2006-08-18,航空,航空客运、航空货运、航空邮运
义乌华鼎锦纶股份有限公司,浙江,金华市,23.69亿,8688.27万,4925,2011-05-09,锦纶,锦纶丝、电子商务、建造合同
三江购物俱乐部股份有限公司,浙江,宁波市,11.11亿,2690.56万,4658,2011-03-02,超市,日常鲜食消费品
中国化学工程股份有限公司,北京,北京市,251.01亿,8.29亿,44173,2010-01-07,专业工程,化学工程、基础设施、环境治理、实业、现代服务业
海南天然橡胶产业集团股份有限公司,海南,海口市,31.78亿,-3363.13万,17626,2011-01-07,种植业,橡胶产品、橡胶木材
北京四方继保自动化股份有限公司,北京,北京市,8.07亿,9310.48万,3144,2010-12-31,电气自控设备,智能电网业务、智能配用电业务、智能发电业务、智慧用电业务、电力电子应用业务
重庆小康工业集团股份有限公司,重庆,重庆市,32.89亿,-6.04亿,13238,2016-06-15,乘用车,汽车、汽车动力总成、汽车零部件及其他
江苏常熟农村商业银行股份有限公司,江苏,苏州市,17.83亿,5.87亿,6864,2016-09-30,银行,零售银行业务、公司银行业务、金融市场业务
宁波博威合金材料股份有限公司,浙江,宁波市,21.00亿,1.18亿,5034,2011-01-27,其他金属新材料,合金材料、光伏组件
富士康工业互联网股份有限公司,广东,深圳市,983.79亿,31.89亿,196159,2018-06-08,--,3C电子产品
深圳市燃气集团股份有限公司,广东,深圳市,43.52亿,3.09亿,7821,2009-12-25,燃气,城市燃气、管道燃气、燃气工程及材料
新城控股集团股份有限公司,江苏,常州市,176.35亿,6.19亿,29405,2015-12-04,房地产开发,商品住宅、地产开发、物业出租及管理
东方航空物流股份有限公司,--,--,45.16亿,7.71亿,6949,2021-06-09,--,航空速运、地面综合服务、综合物流解决方案
重庆水务集团股份有限公司,重庆,重庆市,14.59亿,5.69亿,6009,2010-03-29,给排水工程,自来水销售、污水处理服务、工程施工安装、污泥处理处置
天风证券股份有限公司,湖北,武汉市,6.77亿,1.25亿,3208,2018-10-19,--,证券经纪、证券投资咨询、与证券交易、证券投资活动有关的财务顾问、证券投资基金代销、证券承销与保荐、证券自营、证券资产管理、融资融券、代销金融产品、为期货公司提供中间介绍业务
三角轮胎股份有限公司,山东,威海市,22.71亿,1.93亿,5687,2016-09-09,轮胎,商用车胎、乘用车胎、斜交工程胎、子午工程胎
兴业银行股份有限公司,福建,福州市,556.63亿,240.77亿,59630,2007-02-05,银行,企业金融业务、零售银行业务、金融市场业务
西部矿业股份有限公司,青海,西宁市,83.93亿,6.96亿,5484,2007-07-12,铅锌,铅精矿、锌精矿、铜精矿、铁精粉、锌锭、电铅、电解铜、球团
北京银行股份有限公司,北京,北京市,172.65亿,69.33亿,15490,2007-09-19,银行,公司银行业务、零售银行业务、金融市场业务、直销银行业务
杭州前进齿轮箱集团股份有限公司,浙江,杭州市,5.47亿,5829.53万,2958,2010-10-11,基础件,船用齿轮箱产品、工程机械变速箱产品、风电及工业传动产品、摩擦及粉末冶金产品、农机产品、锻造件、铸造件
中国西电电气股份有限公司,陕西,西安市,31.57亿,9614.82万,12220,2010-01-28,其他输变电设备,开关、变压器、电力电子及工程贸易、电容器和避雷器、研发检测及二次设备
中国铁建股份有限公司,北京,北京市,2339.55亿,56.41亿,286242,2008-03-10,铁路城轨建设,工程承包业务、勘察设计咨询业务、工业制造业务、房地产开发业务、物流与物资贸易
厦门银行股份有限公司,--,--,11.56亿,5.42亿,2840,2020-10-27,--,公司银行业务、零售银行业务、金融市场业务、两岸金融业务
黑龙江交通发展股份有限公司,黑龙江,哈尔滨市,9100.46万,5740.48万,608,2010-03-19,高速公路,高速公路、房地产、出租营运
东兴证券股份有限公司,北京,北京市,8.86亿,2.50亿,3015,2015-02-26,证券,财富管理业务、自营业务、投资银行业务、资产管理业务、其他业务
江苏江南水务股份有限公司,江苏,无锡市,2.59亿,4922.46万,961,2011-03-17,自来水,自来水、工程安装
上海环境集团股份有限公司,上海,上海市,10.64亿,2.62亿,2836,2017-03-31,固废处理,生活垃圾、市政污水
四川东材科技集团股份有限公司,四川,绵阳市,7.47亿,8526.86万,2048,2011-05-20,化学新材料,新型绝缘材料、光学膜材料、环保阻燃材料、电子材料
